產品ID,產品名稱,目前價格,熱賣,原始文字
127,華碩 ROG STRIX B860-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年)14+1+2+1相,7190,,"華碩 ROG STRIX B860-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年)14+1+2+1相, $7190 ◆ ★ ↓任搭190↓"
128,華碩 ROG STRIX B860-A GAMING WIFI S(吹雪)(ATX/Intel 2.5Gb+Wi-Fi 7)14+1+2+1相,7690,,"華碩 ROG STRIX B860-A GAMING WIFI S(吹雪)(ATX/Intel 2.5Gb+Wi-Fi 7)14+1+2+1相, $7690 ◆ ★"
129,[任搭U]華碩 ROG STRIX B860-A GAMING WIFI S(吹雪)(Intel 2.5Gb+Wi-Fi 7)14+1+2+1相,6990,是,"[任搭U]華碩 ROG STRIX B860-A GAMING WIFI S(吹雪)(Intel 2.5Gb+Wi-Fi 7)14+1+2+1相, $6990 ◆ ★ 熱賣"
130,華碩 ROG STRIX B860-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2+1相 [放暑假],7990,,"華碩 ROG STRIX B860-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2+1相 [放暑假], $7990 ★"
131,技嘉 B860M H(M-ATX/LAN 2.5Gb/註四年/2DIMM)4+1+2相,3490,,"技嘉 B860M H(M-ATX/LAN 2.5Gb/註四年/2DIMM)4+1+2相, $3490 ◆ ★"
132,技嘉 B860M EAGLE V2(M-ATX/LAN 2.5Gb/註四年/2DIMM)6+1+2相 *任搭到8/31,3990,,"技嘉 B860M EAGLE V2(M-ATX/LAN 2.5Gb/註四年/2DIMM)6+1+2相 *任搭到8/31, $3990 ◆ ★ ↓任搭500↓"
133,技嘉 B860M GAMING WIFI6(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *任搭到8/31,4690,,"技嘉 B860M GAMING WIFI6(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *任搭到8/31, $4690 ◆ ★ ↓任搭200↓"
134,技嘉 B860M GAMING X WIFI6E(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *任搭到8/31,5290,,"技嘉 B860M GAMING X WIFI6E(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *任搭到8/31, $5290 ◆ ★ ↓任搭500↓"
135,技嘉 B860M AORUS ELITE WIFI6E(M-ATX/LAN2.5G+無線/註五年)12+1+2相*獨家,6490,是,"技嘉 B860M AORUS ELITE WIFI6E(M-ATX/LAN2.5G+無線/註五年)12+1+2相*獨家, $6490 ◆ ★ 熱賣 ↓任搭500↓"
136,技嘉 B860M AORUS ELITE WIFI6E ICE(冰魄白)(M-ATX/LAN2.5G+無線)12+1+2相*獨家,6490,是,"技嘉 B860M AORUS ELITE WIFI6E ICE(冰魄白)(M-ATX/LAN2.5G+無線)12+1+2相*獨家, $6490 ◆ ★ 熱賣 ↓任搭500↓"
137,技嘉 B860 EAGLE WIFI6E(ATX/LAN2.5G+無線/註四年)12+1+2相 *任搭到8/31,5990,,"技嘉 B860 EAGLE WIFI6E(ATX/LAN2.5G+無線/註四年)12+1+2相 *任搭到8/31, $5990 ◆ ★ ↓任搭500↓"
138,技嘉 B860 GAMING X WIFI6E(ATX/LAN2.5G+無線/註五年)12+1+2相 *任搭到8/31,6490,,"技嘉 B860 GAMING X WIFI6E(ATX/LAN2.5G+無線/註五年)12+1+2相 *任搭到8/31, $6490 ◆ ★ ↓任搭500↓"
139,技嘉 B860 AORUS ELITE WIFI7 ICE(ATX/LAN2.5G+Wi-Fi 7/註五年)12+1+2相,7490,,"技嘉 B860 AORUS ELITE WIFI7 ICE(ATX/LAN2.5G+Wi-Fi 7/註五年)12+1+2相, $7490 ◆ ★ ↓任搭500↓"
140,微星 MPG B860I EDGE TI WIFI(Mini-ITX/Intel 5G+Wi-Fi 7/註五年)8+1+1+1相,5990,,"微星 MPG B860I EDGE TI WIFI(Mini-ITX/Intel 5G+Wi-Fi 7/註五年)8+1+1+1相, $5990 ◆ ★"
141,微星 PRO B860M-E(M-ATX/LAN 5G/註四年/2DIMM)6+1+1+1相供電,3490,,"微星 PRO B860M-E(M-ATX/LAN 5G/註四年/2DIMM)6+1+1+1相供電, $3490 ◆ ★"
142,微星 PRO B860M-X(M-ATX/LAN 5G/註四年/2DIMM)8+2+1相.獨家,3790,是,"微星 PRO B860M-X(M-ATX/LAN 5G/註四年/2DIMM)8+2+1相.獨家, $3790 ◆ ★ 熱賣"
143,微星 PRO B860M-B(M-ATX/LAN 5G/註四年/2DIMM)6+1+1+1相 *尾盤,3690,,"微星 PRO B860M-B(M-ATX/LAN 5G/註四年/2DIMM)6+1+1+1相 *尾盤, $3690 ◆ ★"
144,微星 PRO B860M-B WIFI(M-ATX/LAN 5G+Wi-Fi 7/註四年/2DIMM)6+1+1+1相,4290,,"微星 PRO B860M-B WIFI(M-ATX/LAN 5G+Wi-Fi 7/註四年/2DIMM)6+1+1+1相, $4290 ◆ ★"
145,微星 B860M GAMING WIFI(M-ATX/LAN 2.5G+Wi-Fi 7/註五年)8+1+1+1相,4590,,"微星 B860M GAMING WIFI(M-ATX/LAN 2.5G+Wi-Fi 7/註五年)8+1+1+1相, $4590 ◆ ★ ↓任搭90↓"
146,微星 B860M GAMING PLUS WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,5690,,"微星 B860M GAMING PLUS WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $5690 ◆ ★"
147,微星 MAG B860M MORTAR WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,6490,,"微星 MAG B860M MORTAR WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $6490 ◆ ★ ↓任搭190↓"
148,微星 PRO B860-P(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計,4890,,"微星 PRO B860-P(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計, $4890 ◆ ★ ↓任搭190↓"
149,微星 PRO B860-P WIFI(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計,5390,,"微星 PRO B860-P WIFI(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計, $5390 ◆ ★ ↓任搭190↓"
150,微星 B860 GAMING PLUS WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,6390,,"微星 B860 GAMING PLUS WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $6390 ◆ ★ ↓任搭190↓"
151,微星 MAG B860 TOMAHAWK WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,6890,,"微星 MAG B860 TOMAHAWK WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相, $6890 ◆ ★ ↓任搭190↓"
152,華擎 B860I WiFi(Mini-ITX/LAN2.5G+無線/註五年)8+1+1相供電,4990,,"華擎 B860I WiFi(Mini-ITX/LAN2.5G+無線/註五年)8+1+1相供電, $4990 ★ ↓任搭90↓"
153,華擎 B860M-H2(M-ATX/LAN 1G/註四年/2DIMM)5+1+1+1+1 相供電,2990,,"華擎 B860M-H2(M-ATX/LAN 1G/註四年/2DIMM)5+1+1+1+1 相供電, $2990 ◆ ★"
154,華擎 B860M Rock WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)5+1+1+1+1 相供電,4190,,"華擎 B860M Rock WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)5+1+1+1+1 相供電, $4190 ◆ ★"
155,華擎 B860M LiveMixer WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1相,4690,,"華擎 B860M LiveMixer WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1相, $4690 ◆ ★"
156,華擎 B860M-X WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)7+1+1+1+1 相供電,4990,,"華擎 B860M-X WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)7+1+1+1+1 相供電, $4990 ◆ ★ ↓任搭100↓"
157,華擎 B860M Pro RS WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1+1 相供電,5990,,"華擎 B860M Pro RS WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1+1 相供電, $5990 ◆ ★ ↓任搭100↓"
158,華擎 B860M Steel Legend WiFi(M-ATX/LAN2.5G+無線/註五年)12+1+1+1相,5490,,"華擎 B860M Steel Legend WiFi(M-ATX/LAN2.5G+無線/註五年)12+1+1+1相, $5490 ◆ ★ ↓任搭90↓"
159,華擎 B860 Rock WiFi 7(ATX/LAN2.5G+Wi-Fi7/註五年)8+1+1+1+1 相供電,4390,,"華擎 B860 Rock WiFi 7(ATX/LAN2.5G+Wi-Fi7/註五年)8+1+1+1+1 相供電, $4390 ◆ ★"
160,華擎 B860 Steel Legend WiFi(ATX/LAN2.5G+無線/註五年)14+1+1+1相,8290,,"華擎 B860 Steel Legend WiFi(ATX/LAN2.5G+無線/註五年)14+1+1+1相, $8290 ◆ ★ ↓任搭190↓"
163,華碩 Z890 MAX GAMING WIFI7(ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相電源,6490,,"華碩 Z890 MAX GAMING WIFI7(ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相電源, $6490 ◆ ★"
164,華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源,8490,,"華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源, $8490 ◆ ★ ↓任搭90↓"
165,[任搭U] 華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7)14+1+2相電源,6990,,"[任搭U] 華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7)14+1+2相電源, $6990 ◆ ★"
166,華碩 Z890 AYW GAMING WIFI W(ATX/LAN 2.5Gb+無線/註五年/白色)12+1+2相.獨家,8990,是,"華碩 Z890 AYW GAMING WIFI W(ATX/LAN 2.5Gb+無線/註五年/白色)12+1+2相.獨家, $8990 ◆ ★ 熱賣"
167,華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年/銀白版)16+1+2相,10990,,"華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年/銀白版)16+1+2相, $10990 ◆ ★ ↓任搭190↓"
168,[任搭U] 華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7銀白版)16+1+2相,9590,,"[任搭U] 華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7銀白版)16+1+2相, $9590 ◆ ★"
169,華碩 ROG STRIX Z890-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/銀白版)16+1+2相,12990,,"華碩 ROG STRIX Z890-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/銀白版)16+1+2相, $12990 ◆ ★ ↓任搭100↓"
170,華碩 ROG STRIX Z890-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2相,14000,,"華碩 ROG STRIX Z890-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2相, $14990↘$14000 ◆ ★"
171,華碩 ProArt Z890-CREATOR WIFI(ATX/Marvell10G+Intel 2.5G+Wi-Fi 7)16+1+2相,14990,,"華碩 ProArt Z890-CREATOR WIFI(ATX/Marvell10G+Intel 2.5G+Wi-Fi 7)16+1+2相, $14990 ◆ ★ ↓任搭100↓"
173,華碩 ROG MAXIMUS Z890 HERO(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7)22+1+2+2相,20990,是,"華碩 ROG MAXIMUS Z890 HERO(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7)22+1+2+2相, $20990 ◆ ★ 熱賣 ↓任搭100↓"
174,技嘉 Z890I AORUS ULTRA(Mini-ITX/LAN 2.5G+Wi-Fi 7+註冊五年)8+1+2相,11990,,"技嘉 Z890I AORUS ULTRA(Mini-ITX/LAN 2.5G+Wi-Fi 7+註冊五年)8+1+2相, $11990 ◆ ★ ↓任搭1000↓"
175,技嘉 Z890M GAMING X(M-ATX/LAN2.5Gb/註冊五年)8+1+2相 *任搭至8/31止,6890,,"技嘉 Z890M GAMING X(M-ATX/LAN2.5Gb/註冊五年)8+1+2相 *任搭至8/31止, $6890 ◆ ★ ↓任搭1000↓"
176,技嘉 Z890M FORCE DUO X WIFI7(M-ATX/LAN 5Gb+Wi-Fi 7/註五年)12+1+2相電源,7990,,"技嘉 Z890M FORCE DUO X WIFI7(M-ATX/LAN 5Gb+Wi-Fi 7/註五年)12+1+2相電源, $7990 ◆ ★ ↓任搭1000↓"
177,技嘉 Z890 UD WIFI6E(ATX/LAN2.5Gb+無線/註冊四年)14+1+2相,6990,,"技嘉 Z890 UD WIFI6E(ATX/LAN2.5Gb+無線/註冊四年)14+1+2相, $6990 ◆ ★ ↓任搭100↓"
178,技嘉 Z890 EAGLE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源 *售完為止,7990,,"技嘉 Z890 EAGLE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源 *售完為止, $7990 ◆ ★ ↓任搭1000↓"
179,技嘉 Z890 EAGLE WIFI7 PLUS(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源,8290,,"技嘉 Z890 EAGLE WIFI7 PLUS(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源, $8290 ◆ ★ ↓任搭190↓"
180,技嘉 Z890 GAMING X WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,9290,,"技嘉 Z890 GAMING X WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源, $9290 ◆ ★ ↓任搭1000↓"
181,技嘉 Z890 AORUS ELITE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,9990,,"技嘉 Z890 AORUS ELITE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源, $9990 ◆ ★ ↓任搭1000↓"
182,技嘉 Z890 AORUS ELITE WIFI7 PLUS(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7/註五年)16+1+2相,9990,,"技嘉 Z890 AORUS ELITE WIFI7 PLUS(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7/註五年)16+1+2相, $9990 ◆ ★ ↓任搭1000↓"
183,技嘉 Z890 AORUS ELITE WIFI7 ICE 冰魄白(ATX/LAN2.5Gb+Wi-Fi 7)16+1+2相-獨家,9490,是,"技嘉 Z890 AORUS ELITE WIFI7 ICE 冰魄白(ATX/LAN2.5Gb+Wi-Fi 7)16+1+2相-獨家, $9490 ◆ ★ 熱賣 ↓任搭1000↓"
184,技嘉 Z890 AORUS ELITE DUO X(ATX/LAN 5Gb+Wi-Fi 7/註五年/2DIMM)16+1+2相.XMP Booster,11490,,"技嘉 Z890 AORUS ELITE DUO X(ATX/LAN 5Gb+Wi-Fi 7/註五年/2DIMM)16+1+2相.XMP Booster, $11490 ◆ ★ ↓任搭1000↓"
185,技嘉 Z890 AORUS PRO ICE 冰魄白(ATX/LAN 5Gb+Wi-Fi 7/註五年)16+1+2相電源,12990,,"技嘉 Z890 AORUS PRO ICE 冰魄白(ATX/LAN 5Gb+Wi-Fi 7/註五年)16+1+2相電源, $12990 ★ ↓任搭1000↓"
186,技嘉 Z890 AERO G(ATX/2*Intel 2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源 *任搭至8/31止,12990,,"技嘉 Z890 AERO G(ATX/2*Intel 2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源 *任搭至8/31止, $12990 ◆ ★ ↓任搭1000↓"
187,技嘉 Z890 AORUS MASTER(ATX/Marvell 10Gb+Wi-Fi 7/註五年)18+1+2相電源,17990,,"技嘉 Z890 AORUS MASTER(ATX/Marvell 10Gb+Wi-Fi 7/註五年)18+1+2相電源, $17990 ◆ ★ ↓任搭1000↓"
188,技嘉 Z890 AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7)22+1+2相*8/31止,33900,,"技嘉 Z890 AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7)22+1+2相*8/31止, $33900 ◆ ★ ↓任搭1000↓"
190,微星 MPG Z890I EDGE TI WIFI(Mini-ITX/Killer 5Gb+Wi-Fi 7/註冊五年)10+1+1+1相電源,10990,,"微星 MPG Z890I EDGE TI WIFI(Mini-ITX/Killer 5Gb+Wi-Fi 7/註冊五年)10+1+1+1相電源, $10990 ◆ ★"
191,[32G精省6666專案]微星 Z890I EDGE TI WIFI+威剛 單條32GB D5-5600/CL46(現省5900),17656,是,"[32G精省6666專案]微星 Z890I EDGE TI WIFI+威剛 單條32GB D5-5600/CL46(現省5900), $17656 ★ 熱賣"
192,微星 PRO Z890-S WIFI(ATX/LAN 2.5Gb+Wi-Fi 7/註冊四年)12+1+1+1相,6990,,"微星 PRO Z890-S WIFI(ATX/LAN 2.5Gb+Wi-Fi 7/註冊四年)12+1+1+1相, $6990 ◆ ★ ↓任搭190↓"
193,微星 PRO Z890-S WIFI WHITE(ATX/LAN 2.5Gb+Wi-Fi 7/雪白版)12+1+1+1相,6990,,"微星 PRO Z890-S WIFI WHITE(ATX/LAN 2.5Gb+Wi-Fi 7/雪白版)12+1+1+1相, $6990 ◆ ★ ↓任搭190↓"
194,微星 PRO Z890-S WIFI PZ 背插(ATX/LAN 2.5Gb+Wi-Fi 7/銀)12+1+1+1相,7590,,"微星 PRO Z890-S WIFI PZ 背插(ATX/LAN 2.5Gb+Wi-Fi 7/銀)12+1+1+1相, $7590 ◆ ★"
195,微星 PRO Z890-P WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)14+1+1+1相電源,7990,,"微星 PRO Z890-P WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)14+1+1+1相電源, $7990 ◆ ★ ↓任搭190↓"
196,微星 PRO Z890-A WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)16+1+1+1相電源,8490,,"微星 PRO Z890-A WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)16+1+1+1相電源, $8490 ◆ ★ ↓任搭190↓"
197,微星 Z890 GAMING PLUS WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)14+1+1+1相,8990,,"微星 Z890 GAMING PLUS WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)14+1+1+1相, $8990 ◆ ★ ↓任搭190↓"
198,微星 MAG Z890 TOMAHAWK WIFI(ATX/Killer 5Gb+Wi-Fi 7)16+1+1+1相*獨家,9990,,"微星 MAG Z890 TOMAHAWK WIFI(ATX/Killer 5Gb+Wi-Fi 7)16+1+1+1相*獨家, $9990 ◆ ★"
199,微星 MPG Z890 EDGE TI WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)16+1+1+1相電源,12490,,"微星 MPG Z890 EDGE TI WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)16+1+1+1相電源, $12490 ◆ ★"
200,微星 MPG Z890 CARBON WIFI(ATX/Killer5Gb+Intel2.5Gb+Wi-Fi 7/註五年)20+1+1+1相,14690,,"微星 MPG Z890 CARBON WIFI(ATX/Killer5Gb+Intel2.5Gb+Wi-Fi 7/註五年)20+1+1+1相, $14690 ◆ ★ ↓任搭100↓"
201,微星 MEG Z890 UNIFY-X(ATX/Killer5Gb+Wi-Fi 7/註五年)20+2+1+1相,17690,,"微星 MEG Z890 UNIFY-X(ATX/Killer5Gb+Wi-Fi 7/註五年)20+2+1+1相, $17690 ◆ ★ ↓任搭100↓"
202,微星 MEG Z890 ACE(ATX/Marvell 10Gb+Wi-Fi 7/註五年)24+2+1+1相,18990,,"微星 MEG Z890 ACE(ATX/Marvell 10Gb+Wi-Fi 7/註五年)24+2+1+1相, $18990 ◆ ★ ↓任搭100↓"
203,微星 MEG Z890 GODLIKE(E-ATX/Marvell 10Gb+Killer 5Gb+Wi-Fi 7/註冊五年),34900,,"微星 MEG Z890 GODLIKE(E-ATX/Marvell 10Gb+Killer 5Gb+Wi-Fi 7/註冊五年), $34900 ◆ ★ ↓任搭100↓"
205,華擎 Z890I Nova WiFi(Mini-ITX/LAN 5Gb+Wi-Fi 7/註五年)12+1+1+1+1 相,11890,,"華擎 Z890I Nova WiFi(Mini-ITX/LAN 5Gb+Wi-Fi 7/註五年)12+1+1+1+1 相, $11890 ◆ ★ ↓任搭100↓"
206,華擎 Z890M Riptide WiFi(M-ATX/Killer 2.5G+無線/註五年)16+1+1相,7990,,"華擎 Z890M Riptide WiFi(M-ATX/Killer 2.5G+無線/註五年)16+1+1相, $7990 ◆ ★ ↓任搭100↓"
207,華擎 Z890 Pro-A WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源,5990,,"華擎 Z890 Pro-A WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源, $5990 ◆ ★ ↓任搭100↓"
208,華擎 Z890 Pro RS WiFi White(ATX/LAN 2.5Gb+無線/註五年/銀白版)16+1+1相,6490,,"華擎 Z890 Pro RS WiFi White(ATX/LAN 2.5Gb+無線/註五年/銀白版)16+1+1相, $6490 ◆ ★ ↓任搭100↓"
209,華擎 Z890 Nova WiFi(ATX/LAN 5Gb+Killer 2.5Gb+Wi-Fi 7/註五年)20+1+2相,12990,,"華擎 Z890 Nova WiFi(ATX/LAN 5Gb+Killer 2.5Gb+Wi-Fi 7/註五年)20+1+2相, $12990 ◆ ★ ↓任搭100↓"
210,華擎 Z890 Taichi Lite(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相,13990,,"華擎 Z890 Taichi Lite(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相, $13990 ◆ ★ ↓任搭100↓"
211,華擎 Z890 Taichi(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相,14990,,"華擎 Z890 Taichi(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相, $14990 ◆ ★ ↓任搭100↓"
213,華碩 H81M-K(M-ATX/1A1D/U3/LAN 1Gb/註四年D-SUB+DVI輸出),2490,,"華碩 H81M-K(M-ATX/1A1D/U3/LAN 1Gb/註四年D-SUB+DVI輸出), $2490 ◆ ★"
216,華碩 H110M-K【單片盒裝】(M-ATX/1A1D/U3/LAN 1Gb/全固/註四年/D-SUB+DVI輸出),2790,,"華碩 H110M-K【單片盒裝】(M-ATX/1A1D/U3/LAN 1Gb/全固/註四年/D-SUB+DVI輸出), $2790 ◆ ★"
217,華碩 PRIME H310M-K(M-ATX/1A1D/LAN 1Gb/註四年D-SUB+DVI輸出),2790,,"華碩 PRIME H310M-K(M-ATX/1A1D/LAN 1Gb/註四年D-SUB+DVI輸出), $2790 ◆ ★"
220,華碩 PRIME H510M-K(M-ATX/1A1H/Intel 1Gb/註四年/D-SUB+HDMI輸出),2790,,"華碩 PRIME H510M-K(M-ATX/1A1H/Intel 1Gb/註四年/D-SUB+HDMI輸出), $2790 ★ ↓任搭200↓"
223,華碩 PRIME A520M-K/CSM(M-ATX/1A1H/LAN 1Gb/註四年/D-SUB+HDMI輸出)6相供電,2090,是,"華碩 PRIME A520M-K/CSM(M-ATX/1A1H/LAN 1Gb/註四年/D-SUB+HDMI輸出)6相供電, $2090 ◆ ★ 熱賣 ↓任搭50↓"
224,技嘉 A520M K V2(M-ATX/1A1H/LAN 1Gb/註四年/2DIMM/D-SUB+HDMI輸出)6+1相數位供電,1990,,"技嘉 A520M K V2(M-ATX/1A1H/LAN 1Gb/註四年/2DIMM/D-SUB+HDMI輸出)6+1相數位供電, $1990 ◆ ★"
225,技嘉 A520M H ARGB(M-ATX/LAN 1Gb/註四年/2DIMM/HDMI+Display輸出)6+1相數位供電,1990,,"技嘉 A520M H ARGB(M-ATX/LAN 1Gb/註四年/2DIMM/HDMI+Display輸出)6+1相數位供電, $1990 ◆ ★"
226,微星 A520M-A PRO(M-ATX/1D1H/LAN 1Gb/註四年/2DIMM/DVI+HDMI輸出)6相供電,2090,,"微星 A520M-A PRO(M-ATX/1D1H/LAN 1Gb/註四年/2DIMM/DVI+HDMI輸出)6相供電, $2090 ◆ ★"
227,華擎 A520M-ITX/ac(mini-ITX/1H1P/LAN 1Gb/ac+BT/註四年/HDMI+Display輸出)8數位電源,3390,,"華擎 A520M-ITX/ac(mini-ITX/1H1P/LAN 1Gb/ac+BT/註四年/HDMI+Display輸出)8數位電源, $3390 ◆ ★"
228,華擎 A520M-HVS(M-ATX/1A1H/Realtek LAN/註四年/D-SUB+HDMI輸出)6相供電,1890,,"華擎 A520M-HVS(M-ATX/1A1H/Realtek LAN/註四年/D-SUB+HDMI輸出)6相供電, $1890 ★"
231,華碩 PRIME B550M-K ARGB-CSM(M-ATX/LAN 1Gb/2DIMM/註四年)4+2相供電,2690,,"華碩 PRIME B550M-K ARGB-CSM(M-ATX/LAN 1Gb/2DIMM/註四年)4+2相供電, $2690 ◆ ★"
232,[裝機價] 華碩 PRIME B550M-K ARGB-CSM(M-ATX/LAN 1Gb/2DIMM/註四年)4+2相供電,2490,是,"[裝機價] 華碩 PRIME B550M-K ARGB-CSM(M-ATX/LAN 1Gb/2DIMM/註四年)4+2相供電, $2490 ◆ ★ 熱賣"
233,華碩 PRIME B550M-K/CSM(M-ATX/LAN 1Gb/註四年/4DIMM)4+2相供電,2790,,"華碩 PRIME B550M-K/CSM(M-ATX/LAN 1Gb/註四年/4DIMM)4+2相供電, $2790 ★"
234,華碩 PRIME B550M-K WIFI(M-ATX/LAN 1Gb+Wi-Fi 6/註四年/2DIMM)4+2相供電,2890,,"華碩 PRIME B550M-K WIFI(M-ATX/LAN 1Gb+Wi-Fi 6/註四年/2DIMM)4+2相供電, $2890 ◆ ★ ↓任搭100↓"
235,[合購優惠] 華碩 PRIME B550M-K WIFI + AMD R5 5600X MPK【6核/12緒】,7380,,"[合購優惠] 華碩 PRIME B550M-K WIFI + AMD R5 5600X MPK【6核/12緒】, $7380 ★"
236,華碩 TUF GAMING B550M-PLUS(M-ATX/1H1P/LAN 2.5G/註冊五年保)8+2相,3190,,"華碩 TUF GAMING B550M-PLUS(M-ATX/1H1P/LAN 2.5G/註冊五年保)8+2相, $3190 ★"
237,華碩 TUF GAMING B550M-PLUS WIFI II(M-ATX/R 2.5G+Wi-Fi 6/註五年)8+2相,3590,,"華碩 TUF GAMING B550M-PLUS WIFI II(M-ATX/R 2.5G+Wi-Fi 6/註五年)8+2相, $3590 ★"
239,技嘉 B550M H ARGB(M-ATX/LAN 1Gb/註四年/2dimm)4+2相供電,2490,,"技嘉 B550M H ARGB(M-ATX/LAN 1Gb/註四年/2dimm)4+2相供電, $2490 ◆ ★ ↓任搭100↓"
240,技嘉 B550M K(M-ATX/1H1P/LAN 1Gb/註四年/4dimm)4+2相供電,2690,是,"技嘉 B550M K(M-ATX/1H1P/LAN 1Gb/註四年/4dimm)4+2相供電, $2690 ◆ ★ 熱賣"
241,技嘉 B550M GAMING X WIFI6(M-ATX/LAN 1Gb+無線/註五年) 5+3相電源,2990,,"技嘉 B550M GAMING X WIFI6(M-ATX/LAN 1Gb+無線/註五年) 5+3相電源, $2990 ◆ ★"
