產品ID,產品名稱,目前價格,熱賣,原始文字
127,COUGAR GR 750W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/5年保 原價,2590,是,"COUGAR GR 750W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/5年保 原價$2990！, $2590 ◆ ★ 熱賣"
128,COUGAR GR 850W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/5年保 原價,2890,是,"COUGAR GR 850W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/主日系/5年保 原價$3290！, $2890 ◆ ★ 熱賣"
129,COUGAR GR 1000W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/壓紋線/10年保,3890,,"COUGAR GR 1000W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/壓紋線/10年保, $3890 ◆ ★"
130,COUGAR GEX PRO 850W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/10年保,3590,,"COUGAR GEX PRO 850W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/10年保, $3590 ◆ ★"
131,COUGAR POLAR X2 1050W 雙8/白金/全模組/ATX3.1(PCIe 5.0)/全日系/10年▼下殺到 8/31 20:00,4990,,"COUGAR POLAR X2 1050W 雙8/白金/全模組/ATX3.1(PCIe 5.0)/全日系/10年▼下殺到 8/31 20:00, $5990↘$4990 ◆ ★"
132,COUGAR POLAR X2 1200W 雙8/白金/全模組/ATX3.1(PCIe 5.0)/全日系/10年▼下殺到 8/31 20:00,5990,,"COUGAR POLAR X2 1200W 雙8/白金/全模組/ATX3.1(PCIe 5.0)/全日系/10年▼下殺到 8/31 20:00, $6990↘$5990 ◆ ★"
135,振華 BRONZE KING II 400W/銅牌/5年保,1250,,"振華 BRONZE KING II 400W/銅牌/5年保, $1250 ◆ ★"
136,振華 BRONZE KING II 500W 雙8/銅牌/5年保,1490,,"振華 BRONZE KING II 500W 雙8/銅牌/5年保, $1490 ◆ ★"
137,振華 BRONZE KING II PLUS 650W 雙8/銅牌/5年保,1790,,"振華 BRONZE KING II PLUS 650W 雙8/銅牌/5年保, $1790 ◆ ★"
138,振華 COMBAT DG 1000W 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/主日系/7年 原價,2790,是,"振華 COMBAT DG 1000W 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/主日系/7年 原價$3290！, $2790 ◆ ★ 熱賣"
139,振華 COMBAT SG 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/FDB風扇/7年保,2590,,"振華 COMBAT SG 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/FDB風扇/7年保, $2790↘$2590 ◆ ★"
140,振華 COMBAT SG PLUS 550W 雙8/金牌/半模/ATX3.1/全日系/10年保,2190,,"振華 COMBAT SG PLUS 550W 雙8/金牌/半模/ATX3.1/全日系/10年保, $2190 ◆ ★"
141,振華 COMBAT SG PLUS 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/全日系/10年保,2890,,"振華 COMBAT SG PLUS 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/全日系/10年保, $2890 ◆ ★"
142,振華 COMBAT FG 650W 黑色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,2690,,"振華 COMBAT FG 650W 黑色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $2690 ◆ ★"
143,振華 COMBAT FG 650W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,2790,,"振華 COMBAT FG 650W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $2790 ◆ ★"
144,振華 COMBAT FG 850W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保,3090,,"振華 COMBAT FG 850W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $3090 ◆ ★"
145,振華 LEADEX III 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,3090,,"振華 LEADEX III 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3090 ◆ ★"
146,振華 LEADEX III 1000W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,4190,,"振華 LEADEX III 1000W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $4190 ◆ ★"
147,振華 LEADEX III 750W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,3390,,"振華 LEADEX III 750W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3390 ◆ ★"
148,振華 LEADEX III 750W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,3390,,"振華 LEADEX III 750W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3390 ◆ ★"
149,振華 LEADEX III 850W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,3790,,"振華 LEADEX III 850W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3790 ◆ ★"
150,振華 LEADEX III 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保,3790,,"振華 LEADEX III 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3790 ◆ ★"
151,振華 LEADEX VII PRO 850W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,4390,,"振華 LEADEX VII PRO 850W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $4390 ◆ ★"
152,振華 LEADEX VII PRO 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,4590,,"振華 LEADEX VII PRO 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $4590 ◆ ★"
153,振華 LEADEX VII PRO 1000W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,4990,,"振華 LEADEX VII PRO 1000W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $4990 ◆ ★"
154,振華 LEADEX VII PRO 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,5190,,"振華 LEADEX VII PRO 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $5190 ◆ ★"
155,振華 LEADEX VII PRO 1200W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,6990,,"振華 LEADEX VII PRO 1200W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $6990 ◆ ★"
156,振華 LEADEX VII PRO 1200W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保,7190,,"振華 LEADEX VII PRO 1200W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $7190 ◆ ★"
157,振華 LEADEX Titanium 2800W/鈦金/ATX3.1(4組PCIe 5.1)/全日系/10年(限220V H型插座),27900,,"振華 LEADEX Titanium 2800W/鈦金/ATX3.1(4組PCIe 5.1)/全日系/10年(限220V H型插座), $27900 ◆ ★"
159,Montech BETA 2 550W 雙8/銅牌/ATX3.1/主日系/直出壓紋線/5年保,1490,,"Montech BETA 2 550W 雙8/銅牌/ATX3.1/主日系/直出壓紋線/5年保, $1490 ◆ ★"
160,Montech BETA 2 650W 雙8/銅牌/ATX3.1/主日系/直出壓紋線/5年保,1690,,"Montech BETA 2 650W 雙8/銅牌/ATX3.1/主日系/直出壓紋線/5年保, $1690 ◆ ★"
161,Montech BETA 2 750W 雙8/銅牌/ATX3.1/主日系/直出壓紋線/5年保,1890,,"Montech BETA 2 750W 雙8/銅牌/ATX3.1/主日系/直出壓紋線/5年保, $1890 ◆ ★"
162,Montech BETA 2 850W 雙8/銅牌/ATX3.1(PCIe 5.1)/主日系/直出壓紋線/5年保,2090,,"Montech BETA 2 850W 雙8/銅牌/ATX3.1(PCIe 5.1)/主日系/直出壓紋線/5年保, $2090 ◆ ★"
163,Montech GAMMA 3 650W 雙8/金牌/ATX3.1(PCIe 5.1)/主日系/壓紋線/5年保,1890,,"Montech GAMMA 3 650W 雙8/金牌/ATX3.1(PCIe 5.1)/主日系/壓紋線/5年保, $1890 ◆ ★"
164,Montech GAMMA 3 750W 雙8/金牌/ATX3.1(PCIe 5.1)/主日系/壓紋線/5年保,2190,,"Montech GAMMA 3 750W 雙8/金牌/ATX3.1(PCIe 5.1)/主日系/壓紋線/5年保, $2190 ◆ ★"
165,Montech GAMMA 3 850W 雙8/金牌/ATX3.1(PCIe 5.1)/主日系/壓紋線/5年保,2490,,"Montech GAMMA 3 850W 雙8/金牌/ATX3.1(PCIe 5.1)/主日系/壓紋線/5年保, $2490 ◆ ★"
166,Montech CENTURY II 650W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年,2490,,"Montech CENTURY II 650W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年, $2490 ◆ ★"
167,Montech CENTURY II 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/全日系/智慧停轉/10年,2990,,"Montech CENTURY II 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/全日系/智慧停轉/10年, $2990 ◆ ★"
168,Montech CENTURY II 1050W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/全日系/智慧停轉/10年,3990,,"Montech CENTURY II 1050W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/全日系/智慧停轉/10年, $3990 ◆ ★"
169,Montech CENTURY II 1200W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/全日系/智慧停轉/10年,4790,,"Montech CENTURY II 1200W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/全日系/智慧停轉/10年, $4790 ◆ ★"
170,Montech TITAN GOLD 750W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年,3290,,"Montech TITAN GOLD 750W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年, $3290 ◆ ★"
171,Montech TITAN GOLD 1200W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年,4790,,"Montech TITAN GOLD 1200W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年, $4790 ◆ ★"
172,Montech TITAN PLA 750W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1) /智慧停轉/10年,3690,是,"Montech TITAN PLA 750W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1) /智慧停轉/10年, $3690 ◆ ★ 熱賣"
173,Montech TITAN PLA 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/智慧停轉/10年,4290,,"Montech TITAN PLA 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/智慧停轉/10年, $4290 ◆ ★"
174,Montech TITAN PLA 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/智慧停轉/10年,6290,,"Montech TITAN PLA 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/智慧停轉/10年, $6290 ◆ ★"
175,Montech TITAN PLA 1200W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/智慧停轉/10年,7490,,"Montech TITAN PLA 1200W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/智慧停轉/10年, $7490 ◆ ★"
178,銀欣 300W 銅牌/5年保 (ST30SF.V2.0)【SFX規格】,1790,,"銀欣 300W 銅牌/5年保 (ST30SF.V2.0)【SFX規格】, $1790 ◆ ★"
179,銀欣 450W 銅牌/5年保 (ST45SF.V3.0)【SFX規格】,2190,,"銀欣 450W 銅牌/5年保 (ST45SF.V3.0)【SFX規格】, $2190 ◆ ★"
180,銀欣 Extreme 550Rz(550W) Gold 雙8/金牌/全模組/主日系/ATX3.1/5年保【SFX規格】,2490,,"銀欣 Extreme 550Rz(550W) Gold 雙8/金牌/全模組/主日系/ATX3.1/5年保【SFX規格】, $2490 ◆ ★"
181,銀欣 Extreme 650Rz(650W) Gold 雙8/金牌/全模組/主日系/ATX3.1/5年保【SFX規格】,2790,,"銀欣 Extreme 650Rz(650W) Gold 雙8/金牌/全模組/主日系/ATX3.1/5年保【SFX規格】, $2790 ◆ ★"
182,銀欣 450W 銅牌/直出線/5年保(ET450-B),1350,,"銀欣 450W 銅牌/直出線/5年保(ET450-B), $1350 ◆ ★"
183,銀欣 650W 雙8/銅牌/直出線/扁平線/5年保(ET650-B),1690,,"銀欣 650W 雙8/銅牌/直出線/扁平線/5年保(ET650-B), $1690 ◆ ★"
184,銀欣 ATTIS 650R(650W) 白 雙8/銅牌/直出線/扁平線/主日系/ATX3.1/5年保,1990,,"銀欣 ATTIS 650R(650W) 白 雙8/銅牌/直出線/扁平線/主日系/ATX3.1/5年保, $1990 ◆ ★"
185,銀欣 ATTIS 750R(750W) 黑 雙8/銅牌/直出線/扁平線/主日系/ATX3.1/5年保,2090,,"銀欣 ATTIS 750R(750W) 黑 雙8/銅牌/直出線/扁平線/主日系/ATX3.1/5年保, $2090 ◆ ★"
186,銀欣 Triton 650Rx(650W) 雙8/金牌/直出線/主日系/ATX3.1(PCIe 5.1)/5年,2090,,"銀欣 Triton 650Rx(650W) 雙8/金牌/直出線/主日系/ATX3.1(PCIe 5.1)/5年, $2090 ◆ ★"
187,銀欣 Triton 750Rx(750W) 雙8/金牌/直出線/主日系/ATX3.1(PCIe 5.1)/5年,2290,,"銀欣 Triton 750Rx(750W) 雙8/金牌/直出線/主日系/ATX3.1(PCIe 5.1)/5年, $2290 ◆ ★"
188,銀欣 Triton 850Rx(850W) 雙8/金牌/直出線/主日系/ATX3.1(PCIe 5.1)/5年,2490,,"銀欣 Triton 850Rx(850W) 雙8/金牌/直出線/主日系/ATX3.1(PCIe 5.1)/5年, $2490 ◆ ★"
189,銀欣 DA750R Gold(750W) 黑色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年,2590,,"銀欣 DA750R Gold(750W) 黑色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $2590 ◆ ★"
190,銀欣 DA750R Gold(750W) 白色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年,2690,,"銀欣 DA750R Gold(750W) 白色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $2690 ◆ ★"
191,銀欣 DA850R Gold(850W) 黑色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年,2890,,"銀欣 DA850R Gold(850W) 黑色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $2890 ◆ ★"
192,銀欣 DA850R Gold(850W) 白色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年,2990,,"銀欣 DA850R Gold(850W) 白色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $2990 ◆ ★"
193,銀欣 HELA 850R Platinum(850W) 雙8/白金/全模組/全日系/ATX3.0(PCIe 5.0)/5年保,3590,,"銀欣 HELA 850R Platinum(850W) 雙8/白金/全模組/全日系/ATX3.0(PCIe 5.0)/5年保, $3590 ◆ ★"
196,酷碼 V SFX GOLD 850W ATX3.1 黑色 雙8/金牌/全模組(PCIe 5.1)/10年【SFX規格】,4690,,"酷碼 V SFX GOLD 850W ATX3.1 黑色 雙8/金牌/全模組(PCIe 5.1)/10年【SFX規格】, $4690 ◆ ★"
197,酷碼 V SFX GOLD 850W ATX3.1 白色 雙8/金牌/全模組(PCIe 5.1)/10年【SFX規格】,4690,,"酷碼 V SFX GOLD 850W ATX3.1 白色 雙8/金牌/全模組(PCIe 5.1)/10年【SFX規格】, $4690 ◆ ★"
198,酷碼 MWE BRONZE V2 450W 銅牌/DC-DC+LLC/5年保/2020年版,1490,,"酷碼 MWE BRONZE V2 450W 銅牌/DC-DC+LLC/5年保/2020年版, $1490 ◆ ★"
199,酷碼 MWE GOLD V3 550W 黑色 雙8/金牌/直出線/ATX3.1/5年,1690,,"酷碼 MWE GOLD V3 550W 黑色 雙8/金牌/直出線/ATX3.1/5年, $1690 ◆ ★"
200,酷碼 MWE GOLD V3 550W 白色 雙8/金牌/直出線/ATX3.1/5年,1690,,"酷碼 MWE GOLD V3 550W 白色 雙8/金牌/直出線/ATX3.1/5年, $1690 ◆ ★"
201,酷碼 MWE GOLD V3 650W 黑色 雙8/金牌/直出線/ATX3.1/5年,1990,,"酷碼 MWE GOLD V3 650W 黑色 雙8/金牌/直出線/ATX3.1/5年, $1990 ◆ ★"
202,酷碼 MWE GOLD V3 650W 白色 雙8/金牌/直出線/ATX3.1/5年,1990,,"酷碼 MWE GOLD V3 650W 白色 雙8/金牌/直出線/ATX3.1/5年, $1990 ◆ ★"
203,酷碼 MWE GOLD V3 750W 黑色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年,2290,,"酷碼 MWE GOLD V3 750W 黑色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年, $2290 ◆ ★"
204,酷碼 MWE GOLD V3 750W 白色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年,2290,,"酷碼 MWE GOLD V3 750W 白色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年, $2290 ◆ ★"
205,酷碼 MWE GOLD V3 850W 黑色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年,2490,,"酷碼 MWE GOLD V3 850W 黑色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年, $2490 ◆ ★"
206,酷碼 MWE GOLD V3 850W 白色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年,2490,,"酷碼 MWE GOLD V3 850W 白色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年, $2490 ◆ ★"
207,酷碼 GX II GOLD 750W 雙8/金牌/全模組/ATX3.1(PCIe 5.1垂直線)/主日系/10年,2790,,"酷碼 GX II GOLD 750W 雙8/金牌/全模組/ATX3.1(PCIe 5.1垂直線)/主日系/10年, $2790 ◆ ★"
208,酷碼 MWE GOLD V4 850W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)LED警示燈/10年,3390,,"酷碼 MWE GOLD V4 850W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)LED警示燈/10年, $3390 ◆ ★"
209,酷碼 MWE GOLD V4 850W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)LED警示燈/10年,3390,,"酷碼 MWE GOLD V4 850W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)LED警示燈/10年, $3390 ◆ ★"
210,酷碼 V Platinum V2 1100W 雙8/白金/全模組/ATX3.1(PCIe 5.1垂直線)/12年,6250,,"酷碼 V Platinum V2 1100W 雙8/白金/全模組/ATX3.1(PCIe 5.1垂直線)/12年, $6250 ◆ ★"
211,酷碼 V Platinum V2 1300W 雙8/白金/全模組/ATX3.1(PCIe 5.1垂直線)/12年,7250,,"酷碼 V Platinum V2 1300W 雙8/白金/全模組/ATX3.1(PCIe 5.1垂直線)/12年, $7250 ◆ ★"
212,酷碼 V Platinum V2 1600W 雙8/白金/全模組/ATX3.1(PCIe 5.1垂直線)/12年,10750,,"酷碼 V Platinum V2 1600W 雙8/白金/全模組/ATX3.1(PCIe 5.1垂直線)/12年, $10750 ◆ ★"
213,酷碼 X Silent Max Platinum 1300W 雙8/白金/全模組/數位靜音電源/ATX3.1(PCIe 5.0)/15年,11990,,"酷碼 X Silent Max Platinum 1300W 雙8/白金/全模組/數位靜音電源/ATX3.1(PCIe 5.0)/15年, $11990 ◆ ★"
215,XPG CORE PYLON II 550W 雙8/銅牌/ATX3.1(PCIe 5.1)/5年保,1590,,"XPG CORE PYLON II 550W 雙8/銅牌/ATX3.1(PCIe 5.1)/5年保, $1590 ◆ ★"
216,XPG CORE PYLON II 650W 雙8/銅牌/ATX3.1(PCIe 5.1)/5年保,1790,,"XPG CORE PYLON II 650W 雙8/銅牌/ATX3.1(PCIe 5.1)/5年保, $1790 ◆ ★"
217,XPG CORE PYLON II 750W 雙8/銅牌/ATX3.1(PCIe 5.1)/5年保,1990,,"XPG CORE PYLON II 750W 雙8/銅牌/ATX3.1(PCIe 5.1)/5年保, $1990 ◆ ★"
218,XPG KYBER II 750W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/5年保,2290,,"XPG KYBER II 750W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/5年保, $2290 ◆ ★"
219,XPG KYBER II 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/5年保,2590,,"XPG KYBER II 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/5年保, $2590 ◆ ★"
220,XPG CORE REACTOR II VE 750W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/7年保 原價,2790,是,"XPG CORE REACTOR II VE 750W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/7年保 原價$3190, $2790 ◆ ★ 熱賣"
222,XPG CORE REACTOR II VE 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/7年保 原價,3190,是,"XPG CORE REACTOR II VE 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/7年保 原價$3490, $3190 ◆ ★ 熱賣"
223,XPG CORE REACTOR II 750W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,3290,,"XPG CORE REACTOR II 750W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $3290 ◆ ★ ↓酷幣500↓"
224,XPG CORE REACTOR II 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,3690,,"XPG CORE REACTOR II 850W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $3690 ◆ ★"
225,XPG CORE REACTOR II 850W 白色/雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,3990,,"XPG CORE REACTOR II 850W 白色/雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $3990 ◆ ★"
226,XPG CORE REACTOR II 1000W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,4590,,"XPG CORE REACTOR II 1000W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $4590 ◆ ★"
227,XPG CORE REACTOR II 1200W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保,5590,,"XPG CORE REACTOR II 1200W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $5590 ◆ ★"
228,XPG CYBERCORE II 1300W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保 原價,4990,是,"XPG CYBERCORE II 1300W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保 原價$7490, $4990 ◆ ★ 熱賣"
229,XPG FUSION 1600W 雙8/鈦金/全模組/ATX3.0(雙PCIe 5.0)/全日系/12年,19900,,"XPG FUSION 1600W 雙8/鈦金/全模組/ATX3.0(雙PCIe 5.0)/全日系/12年, $19900 ◆ ★"
232,保銳 EB450-C 450W 銅牌/直出壓紋線/全日系/5年,1090,,"保銳 EB450-C 450W 銅牌/直出壓紋線/全日系/5年, $1090 ◆ ★"
233,保銳 EB550-C 550W 銅牌/直出壓紋線/ATX3.1/全日系/5年,1490,,"保銳 EB550-C 550W 銅牌/直出壓紋線/ATX3.1/全日系/5年, $1490 ◆ ★"
234,保銳 EB650-C 650W 雙8/銅牌/直出壓紋線/ATX3.1/全日系/5年,1690,,"保銳 EB650-C 650W 雙8/銅牌/直出壓紋線/ATX3.1/全日系/5年, $1690 ◆ ★"
235,保銳 Cyberbron II 700W /雙8/銅牌/直出扁線/主日系/5年,1690,,"保銳 Cyberbron II 700W /雙8/銅牌/直出扁線/主日系/5年, $1690 ◆ ★"
236,保銳 CyberG II 650W 雙8/金牌/直出扁線/ATX3.1/全日系/7年,1790,,"保銳 CyberG II 650W 雙8/金牌/直出扁線/ATX3.1/全日系/7年, $1790 ◆ ★"
237,保銳 CyberG II 750W 雙8/金牌/直出扁線/ATX3.1(PCIe 5.1)/全日系/7年,2090,,"保銳 CyberG II 750W 雙8/金牌/直出扁線/ATX3.1(PCIe 5.1)/全日系/7年, $2090 ◆ ★"
238,保銳 CyberG II 850W 雙8/金牌/直出扁線/ATX3.1(PCIe 5.1)/全日系/7年,2390,,"保銳 CyberG II 850W 雙8/金牌/直出扁線/ATX3.1(PCIe 5.1)/全日系/7年, $2390 ◆ ★"
239,保銳 Revolution III 650W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,2490,,"保銳 Revolution III 650W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $2490 ◆ ★"
240,保銳 Revolution III 650W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,2490,,"保銳 Revolution III 650W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $2490 ◆ ★"
241,保銳 Revolution III 750W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,2790,,"保銳 Revolution III 750W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $2790 ◆ ★"
242,保銳 Revolution III 750W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,2790,,"保銳 Revolution III 750W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $2790 ◆ ★"
243,保銳 Revolution III 850W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,3090,,"保銳 Revolution III 850W 黑色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $3090 ◆ ★"
244,保銳 Revolution III 850W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,3090,,"保銳 Revolution III 850W 白色 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $3090 ◆ ★"
245,保銳 Revolution III 1000W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年,4290,,"保銳 Revolution III 1000W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $4290 ◆ ★"
246,保銳 Revolution III S 1000W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保,4990,,"保銳 Revolution III S 1000W 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保, $4990 ◆ ★"
247,保銳 Revolution III S 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保,4990,,"保銳 Revolution III S 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保, $4990 ◆ ★"
248,保銳 PlatimaxII 1200DF(1200W) 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保,5990,,"保銳 PlatimaxII 1200DF(1200W) 黑色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保, $5990 ◆ ★"
249,保銳 PlatimaxII 1200DF(1200W) 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保,5990,,"保銳 PlatimaxII 1200DF(1200W) 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/13年保, $5990 ◆ ★"
250,保銳 PlatiGemini 1200W 雙8/白金/符合ATX12VO/全模/ATX3.1(PCIe 5.1)/全日系/10年,5990,,"保銳 PlatiGemini 1200W 雙8/白金/符合ATX12VO/全模/ATX3.1(PCIe 5.1)/全日系/10年, $5990 ◆ ★"
