產品ID,產品名稱,目前價格,熱賣,原始文字
140,｛微星 RTX5060Ti 16G VENTUS 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年,25990,,"｛微星 RTX5060Ti 16G VENTUS 2X OC PLUS｝2617MHz/23cm/雙風扇/註四年, $25990 ◆ ★ ↓任搭190↓"
142,｛ZOTAC RTX5060Ti 16GB Twin Edge｝2572MHz/22cm/雙風扇/註冊五年保/金屬背板,24490,,"｛ZOTAC RTX5060Ti 16GB Twin Edge｝2572MHz/22cm/雙風扇/註冊五年保/金屬背板, $24490 ◆ ★ ↓任搭190↓"
143,｛ZOTAC RTX5060Ti 16GB Twin Edge OC｝2602MHz/22cm/雙風扇/註五年/金屬背板,24990,,"｛ZOTAC RTX5060Ti 16GB Twin Edge OC｝2602MHz/22cm/雙風扇/註五年/金屬背板, $24990 ◆ ★ ↓任搭190↓"
144,｛INNO3D RTX5060Ti 16GB TWIN X2｝2572MHz/25cm/註四年/雙風扇,24488,,"｛INNO3D RTX5060Ti 16GB TWIN X2｝2572MHz/25cm/註四年/雙風扇, $24488 ★ ↓任搭188↓"
147,｛華碩 DUAL-RTX5070-O12G｝2572MHz/25cm/雙風扇/註四年,29990,,"｛華碩 DUAL-RTX5070-O12G｝2572MHz/25cm/雙風扇/註四年, $29990 ◆ ★ ↓任搭190↓"
148,｛華碩 PRIME-RTX5070-12G｝2542MHz/31cm/三風扇/註冊五年保,30990,,"｛華碩 PRIME-RTX5070-12G｝2542MHz/31cm/三風扇/註冊五年保, $30990 ★ ↓任搭190↓"
149,｛華碩 PRIME-RTX5070-O12G｝2587MHz/31cm/三風扇/註冊五年保,31990,是,"｛華碩 PRIME-RTX5070-O12G｝2587MHz/31cm/三風扇/註冊五年保, $31990 ◆ ★ 熱賣 ↓任搭190↓"
150,｛華碩 PRIME-RTX5070-O12G-WHITE｝2587MHz/31cm/三風扇/註冊五年保/純白,32990,,"｛華碩 PRIME-RTX5070-O12G-WHITE｝2587MHz/31cm/三風扇/註冊五年保/純白, $32990 ◆ ★ ↓任搭100↓"
151,｛華碩 T1-RTX5070-O12G-GAMING｝2595MHz/31cm/三風扇/註五年/T1冠軍戰隊版,32990,,"｛華碩 T1-RTX5070-O12G-GAMING｝2595MHz/31cm/三風扇/註五年/T1冠軍戰隊版, $32990 ◆ ★"
153,｛技嘉 RTX5070 WINDFORCE OC SFF 12G｝2542MHz/29cm/三風扇/註冊四年保,29990,是,"｛技嘉 RTX5070 WINDFORCE OC SFF 12G｝2542MHz/29cm/三風扇/註冊四年保, $29990 ◆ ★ 熱賣 ↓任搭190↓"
154,｛技嘉 RTX5070 EAGLE OC SFF 12G｝2587MHz/29cm/三風扇/註五年,30990,,"｛技嘉 RTX5070 EAGLE OC SFF 12G｝2587MHz/29cm/三風扇/註五年, $30990 ◆ ★ ↓任搭190↓"
155,｛技嘉 RTX5070 EAGLE OC ICE SFF 12G｝2587MHz/29cm/三風扇/註五年/冰魄白,31490,,"｛技嘉 RTX5070 EAGLE OC ICE SFF 12G｝2587MHz/29cm/三風扇/註五年/冰魄白, $31490 ◆ ★ ↓任搭190↓"
156,｛技嘉 RTX5070 GAMING OC 12G｝2625MHz/33cm/三風扇/註五年,32490,,"｛技嘉 RTX5070 GAMING OC 12G｝2625MHz/33cm/三風扇/註五年, $32490 ◆ ★ ↓任搭190↓"
157,｛技嘉 RTX5070 AERO OC 12G｝2625MHz/33cm/三風扇/註五年,32990,,"｛技嘉 RTX5070 AERO OC 12G｝2625MHz/33cm/三風扇/註五年, $32990 ◆ ★ ↓任搭190↓"
158,｛技嘉 AORUS RTX5070 MASTER 12G｝2715MHz/32cm/三風扇/註五年,33990,,"｛技嘉 AORUS RTX5070 MASTER 12G｝2715MHz/32cm/三風扇/註五年, $33990 ★ ↓任搭190↓"
159,｛技嘉 AORUS RTX5070 INFINITY 12G｝2715MHz/31cm/渦流雙風扇/註五年,33990,,"｛技嘉 AORUS RTX5070 INFINITY 12G｝2715MHz/31cm/渦流雙風扇/註五年, $33990 ◆ ★ ↓任搭190↓"
161,｛微星 RTX5070 12G SHADOW 2X OC｝2557MHz/24cm/雙風扇/註四年,29990,,"｛微星 RTX5070 12G SHADOW 2X OC｝2557MHz/24cm/雙風扇/註四年, $29990 ◆ ★ ↓任搭190↓"
162,｛微星 RTX5070 12G VENTUS 2X OC｝2557MHz/24cm/雙風扇/註四年,30590,,"｛微星 RTX5070 12G VENTUS 2X OC｝2557MHz/24cm/雙風扇/註四年, $30590 ◆ ★ ↓任搭190↓"
163,｛微星 RTX5070 12G VENTUS 2X OC WHITE｝2557MHz/24cm/雙風扇/雪白,30990,是,"｛微星 RTX5070 12G VENTUS 2X OC WHITE｝2557MHz/24cm/雙風扇/雪白, $30990 ◆ ★ 熱賣 ↓任搭190↓"
164,｛微星 RTX5070 12G INSPIRE 3X OC｝2557MHz/29cm/三風扇/註五年,30990,,"｛微星 RTX5070 12G INSPIRE 3X OC｝2557MHz/29cm/三風扇/註五年, $30990 ◆ ★ ↓任搭190↓"
165,｛微星 RTX5070 12G VENTUS 3X OC｝2557MHz/31cm/三風扇/註五年,31590,,"｛微星 RTX5070 12G VENTUS 3X OC｝2557MHz/31cm/三風扇/註五年, $31590 ◆ ★ ↓任搭190↓"
166,｛微星 RTX5070 12G GAMING TRIO OC｝2625MHz/34cm/三風扇/註五年,32990,,"｛微星 RTX5070 12G GAMING TRIO OC｝2625MHz/34cm/三風扇/註五年, $32990 ◆ ★ ↓任搭190↓"
167,｛微星 RTX5070 12G GAMING TRIO OC WHITE｝2625MHz/34cm/三風扇/雪白,32990,,"｛微星 RTX5070 12G GAMING TRIO OC WHITE｝2625MHz/34cm/三風扇/雪白, $32990 ◆ ★ ↓任搭190↓"
169,｛ZOTAC RTX5070 Twin Edge｝2512MHz/24cm/雙風扇/註五年,28990,,"｛ZOTAC RTX5070 Twin Edge｝2512MHz/24cm/雙風扇/註五年, $28990 ◆ ★ ↓任搭190↓"
170,｛ZOTAC RTX5070 Twin Edge OC｝2542MHz/24cm/雙風扇/註五年,29990,,"｛ZOTAC RTX5070 Twin Edge OC｝2542MHz/24cm/雙風扇/註五年, $29990 ◆ ★ ↓任搭190↓"
171,｛ZOTAC RTX5070 SOLID｝2512MHz/31cm/三風扇/註五年,30990,,"｛ZOTAC RTX5070 SOLID｝2512MHz/31cm/三風扇/註五年, $30990 ◆ ★ ↓任搭190↓"
172,｛ZOTAC RTX5070 SOLID OC｝2542MHz/31cm/三風扇/註五年,31490,是,"｛ZOTAC RTX5070 SOLID OC｝2542MHz/31cm/三風扇/註五年, $31490 ◆ ★ 熱賣 ↓任搭190↓"
173,｛ZOTAC RTX5070 AMP White Edition｝2587MHz/31cm/三風扇/註五年,31990,,"｛ZOTAC RTX5070 AMP White Edition｝2587MHz/31cm/三風扇/註五年, $31990 ◆ ★ ↓任搭190↓"
175,｛INNO3D RTX5070 TWIN X2｝2512MHz/25cm/雙風扇/註四年,28888,,"｛INNO3D RTX5070 TWIN X2｝2512MHz/25cm/雙風扇/註四年, $28888 ◆ ★"
176,｛INNO3D RTX5070 TWIN X2 OC WHITE｝2542MHz/25cm/超頻雙風/白註四年,29888,,"｛INNO3D RTX5070 TWIN X2 OC WHITE｝2542MHz/25cm/超頻雙風/白註四年, $29888 ◆ ★"
177,｛INNO3D RTX5070 iChill X3｝2572MHz/34cm/ARGB三風扇/註冊五年,30888,,"｛INNO3D RTX5070 iChill X3｝2572MHz/34cm/ARGB三風扇/註冊五年, $30888 ◆ ★"
180,｛技嘉 RTX5070Ti WINDFORCE OC SFF 16G｝2497MHz/31cm/三風扇/註四年,44990,,"｛技嘉 RTX5070Ti WINDFORCE OC SFF 16G｝2497MHz/31cm/三風扇/註四年, $44990 ◆ ★ ↓任搭190↓"
181,｛技嘉 RTX5070Ti EAGLE OC SFF 16G｝2542MHz/31cm/三風扇/註五年,45990,,"｛技嘉 RTX5070Ti EAGLE OC SFF 16G｝2542MHz/31cm/三風扇/註五年, $45990 ◆ ★ ↓任搭190↓"
183,｛ZOTAC RTX5070Ti SOLID SFF OC｝2482MHz/31cm/三風扇/註冊五年/2槽 SFF,45490,,"｛ZOTAC RTX5070Ti SOLID SFF OC｝2482MHz/31cm/三風扇/註冊五年/2槽 SFF, $45490 ◆ ★ ↓任搭190↓"
184,｛ZOTAC RTX5070Ti 16GB 天啟 OC｝2572MHz/36cm/三風扇/免註冊五年保 [獨家版],46490,,"｛ZOTAC RTX5070Ti 16GB 天啟 OC｝2572MHz/36cm/三風扇/免註冊五年保 [獨家版], $46490 ◆ ★"
185,｛ZOTAC RTX5070Ti SOLID CORE OC White Edition｝2482MHz/31cm/註五年,46990,,"｛ZOTAC RTX5070Ti SOLID CORE OC White Edition｝2482MHz/31cm/註五年, $46990 ◆ ★ ↓任搭190↓"
188,｛華碩 PRIME-RTX5080-16G-EVO｝2640MHz/31cm/三風扇/註五年/2.5 Slot,53990,,"｛華碩 PRIME-RTX5080-16G-EVO｝2640MHz/31cm/三風扇/註五年/2.5 Slot, $53990 ◆ ★ ↓任搭190↓"
189,｛華碩 PROART-RTX5080-O16G｝2730MHz/31cm/三風扇/註五年,65990,,"｛華碩 PROART-RTX5080-O16G｝2730MHz/31cm/三風扇/註五年, $65990 ◆ ★ ↓任搭190↓"
190,｛華碩 ROG-ASTRAL-RTX5080-O16G-GAMING｝2790MHz/36cm/四風扇/註五年,67990,,"｛華碩 ROG-ASTRAL-RTX5080-O16G-GAMING｝2790MHz/36cm/四風扇/註五年, $67990 ★ ↓任搭490↓"
191,｛華碩 ROG-ASTRAL-RTX5080-O16G-WHITE｝2790MHz/36cm/四風扇/註五年/白,69990,,"｛華碩 ROG-ASTRAL-RTX5080-O16G-WHITE｝2790MHz/36cm/四風扇/註五年/白, $69990 ★ ↓任搭490↓"
193,｛技嘉 RTX5080 WINDFORCE OC SFF 16G｝2670MHz/31cm/三風扇/註冊四年保,53990,,"｛技嘉 RTX5080 WINDFORCE OC SFF 16G｝2670MHz/31cm/三風扇/註冊四年保, $53990 ◆ ★ ↓任搭190↓"
194,｛技嘉 RTX5080 GAMING OC 16G｝2730MHz/34cm/三風扇/註冊五年保,54990,是,"｛技嘉 RTX5080 GAMING OC 16G｝2730MHz/34cm/三風扇/註冊五年保, $54990 ◆ ★ 熱賣 ↓任搭190↓"
195,｛技嘉 RTX5080 AERO OC SFF 16G｝2730MHz/31cm/三風扇/註冊五年保,55990,,"｛技嘉 RTX5080 AERO OC SFF 16G｝2730MHz/31cm/三風扇/註冊五年保, $55990 ◆ ★ ↓任搭190↓"
196,｛技嘉 AORUS RTX5080 MASTER 16G｝2805MHz/36cm/三風扇/註冊五年保,57990,,"｛技嘉 AORUS RTX5080 MASTER 16G｝2805MHz/36cm/三風扇/註冊五年保, $57990 ◆ ★ ↓任搭190↓"
197,｛技嘉 AORUS RTX5080 MASTER ICE 16G｝2805MHz/36cm/三風扇/註五年,57990,,"｛技嘉 AORUS RTX5080 MASTER ICE 16G｝2805MHz/36cm/三風扇/註五年, $57990 ◆ ★ ↓任搭190↓"
198,｛技嘉 AORUS RTX5080 INFINITY 16G｝2805MHz/33cm/渦流雙風扇/註五年,61990,,"｛技嘉 AORUS RTX5080 INFINITY 16G｝2805MHz/33cm/渦流雙風扇/註五年, $61990 ◆ ★ ↓任搭390↓"
200,｛微星 RTX5080 16G VENTUS 3X OC｝2655MHz/31cm/三風扇/註五年,53990,,"｛微星 RTX5080 16G VENTUS 3X OC｝2655MHz/31cm/三風扇/註五年, $53990 ◆ ★ ↓任搭190↓"
201,｛微星 RTX5080 16G VENTUS 3X OC WHITE白｝2655MHz/31cm/註冊五年保,54990,,"｛微星 RTX5080 16G VENTUS 3X OC WHITE白｝2655MHz/31cm/註冊五年保, $54990 ◆ ★ ↓任搭190↓"
202,｛微星 RTX5080 16G GAMING TRIO OC｝2715MHz/34cm/三風扇/註冊五年保,55990,,"｛微星 RTX5080 16G GAMING TRIO OC｝2715MHz/34cm/三風扇/註冊五年保, $55990 ◆ ★ ↓任搭190↓"
203,｛微星 RTX5080 16G GAMING TRIO OC WHITE白龍｝2715MHz/34cm/註五年,56590,,"｛微星 RTX5080 16G GAMING TRIO OC WHITE白龍｝2715MHz/34cm/註五年, $56590 ★ ↓任搭190↓"
204,｛微星 RTX5080 16G SUPRIM LIQUID SOC｝2760MHz/28cm/三風扇+水冷,56990,,"｛微星 RTX5080 16G SUPRIM LIQUID SOC｝2760MHz/28cm/三風扇+水冷, $56990 ◆ ★ ↓任搭190↓"
206,｛ZOTAC RTX5080 SOLID OC White Edition｝2640MHz/33cm/三風扇/註五年/白色,54990,,"｛ZOTAC RTX5080 SOLID OC White Edition｝2640MHz/33cm/三風扇/註五年/白色, $54990 ◆ ★ ↓任搭190↓"
207,｛ZOTAC RTX5080 SOLID CORE OC｝2640MHz/31cm/三風扇/註五年,53990,,"｛ZOTAC RTX5080 SOLID CORE OC｝2640MHz/31cm/三風扇/註五年, $53990 ◆ ★ ↓任搭190↓"
209,｛INNO3D RTX5080 X3｝2617MHz/30cm/三風扇/Dual Slot/註四年,52888,,"｛INNO3D RTX5080 X3｝2617MHz/30cm/三風扇/Dual Slot/註四年, $52888 ◆ ★ ↓任搭188↓"
210,｛INNO3D RTX5080 X3 OC｝2640MHz/30cm/註四年/超頻三風扇/註四年,53888,,"｛INNO3D RTX5080 X3 OC｝2640MHz/30cm/註四年/超頻三風扇/註四年, $53888 ★ ↓任搭188↓"
211,｛INNO3D RTX5080 X3 OC WHITE｝2640MHz/30cm/超頻三風扇/註四年/映雪,53888,,"｛INNO3D RTX5080 X3 OC WHITE｝2640MHz/30cm/超頻三風扇/註四年/映雪, $53888 ◆ ★ ↓任搭188↓"
212,｛INNO3D RTX5080 iChill X3 V2｝2715MHz/34cm/ARGB三風扇/註冊五年,54888,,"｛INNO3D RTX5080 iChill X3 V2｝2715MHz/34cm/ARGB三風扇/註冊五年, $54888 ◆ ★ ↓任搭188↓"
218,限搭機｛華碩 PROART-RTX5090-O32G｝2512MHz/31cm/雙風扇/註五年/2.5-slot/少量.先詢問),175990,,"限搭機｛華碩 PROART-RTX5090-O32G｝2512MHz/31cm/雙風扇/註五年/2.5-slot/少量.先詢問), $175990 ◆ ★"
219,限搭機｛華碩 ROG-ASTRAL-RTX5090-O32G-GAMING｝2610MHz/36cm/註五年/少量貨.先詢問),175990,,"限搭機｛華碩 ROG-ASTRAL-RTX5090-O32G-GAMING｝2610MHz/36cm/註五年/少量貨.先詢問), $175990 ◆ ★"
220,限搭機｛華碩 ROG-ASTRAL-RTX5090-O32G-BTF-GAMING｝背插/16PIN兩用電源,176990,,"限搭機｛華碩 ROG-ASTRAL-RTX5090-O32G-BTF-GAMING｝背插/16PIN兩用電源, $176990 ◆ ★"
221,限搭機｛華碩 ROG-ASTRAL-RTX5090-O32G-WHITE｝2610MHz/36cm/四風扇/白/少量.先詢問,179990,,"限搭機｛華碩 ROG-ASTRAL-RTX5090-O32G-WHITE｝2610MHz/36cm/四風扇/白/少量.先詢問, $179990 ◆ ★"
223,限搭機｛技嘉 RTX5090 WINDFORCE OC 32G｝2467MHz/35cm/三風扇/註四年/少量.先詢問,159990,,"限搭機｛技嘉 RTX5090 WINDFORCE OC 32G｝2467MHz/35cm/三風扇/註四年/少量.先詢問, $159990 ◆ ★"
224,限搭機｛技嘉 RTX5090 GAMING OC 32G｝2550MHz/35cm/三風扇/註五年/少量貨.先詢問,165990,,"限搭機｛技嘉 RTX5090 GAMING OC 32G｝2550MHz/35cm/三風扇/註五年/少量貨.先詢問, $165990 ◆ ★"
225,限搭機｛技嘉 AORUS RTX5090 STEALTH ICE 32G｝2655MHz/36cm/註五年/背藏線電源,172990,,"限搭機｛技嘉 AORUS RTX5090 STEALTH ICE 32G｝2655MHz/36cm/註五年/背藏線電源, $172990 ◆ ★"
226,限搭機｛技嘉 AORUS RTX5090 XTREME WATERFORCE 32G｝水冷/註冊五年保,174990,,"限搭機｛技嘉 AORUS RTX5090 XTREME WATERFORCE 32G｝水冷/註冊五年保, $174990 ◆ ★"
227,限搭機｛技嘉 AORUS RTX5090 INFINITY 32G｝2730MHz/33cm/渦流雙風扇,179990,,"限搭機｛技嘉 AORUS RTX5090 INFINITY 32G｝2730MHz/33cm/渦流雙風扇, $179990 ◆ ★"
233,限搭機｛微星 RTX5090 32G GAMING TRIO OC｝2497MHz/36cm/三風扇/註冊五年保,165990,,"限搭機｛微星 RTX5090 32G GAMING TRIO OC｝2497MHz/36cm/三風扇/註冊五年保, $165990 ◆ ★"
234,限搭機｛微星 RTX5090 32G SUPRIM SOC｝2580MHz/36cm/三風扇/註五年,169990,,"限搭機｛微星 RTX5090 32G SUPRIM SOC｝2580MHz/36cm/三風扇/註五年, $169990 ◆ ★"
236,限搭機｛ZOTAC RTX5090 SOLID OC White Edition｝2422MHz/33cm/三風扇/註五年/白色(少量.先詢問,164990,,"限搭機｛ZOTAC RTX5090 SOLID OC White Edition｝2422MHz/33cm/三風扇/註五年/白色(少量.先詢問, $164990 ◆ ★"
237,限搭機｛INNO3D RTX5090 X3｝2400MHz/33cm/三風扇/註冊四年/少量.先詢問,158888,,"限搭機｛INNO3D RTX5090 X3｝2400MHz/33cm/三風扇/註冊四年/少量.先詢問, $158888 ◆ ★"
240,｛麗臺 NVIDIA RTX A400｝4G GDDR6 64bit/CUDA:768/16.26cm/三年保固,9100,,"｛麗臺 NVIDIA RTX A400｝4G GDDR6 64bit/CUDA:768/16.26cm/三年保固, $9100 ◆ ★ ↓任搭300↓"
241,｛麗臺 NVIDIA RTX A1000｝8G GDDR6 128bit/CUDA:2304/16.26cm/三年保固,20600,,"｛麗臺 NVIDIA RTX A1000｝8G GDDR6 128bit/CUDA:2304/16.26cm/三年保固, $20600 ◆ ★ ↓任搭600↓"
242,｛麗臺 NVIDIA RTX 2000 Ada｝16GB GDDR6/CUDA:2816/16.76cm/三年保固,29300,,"｛麗臺 NVIDIA RTX 2000 Ada｝16GB GDDR6/CUDA:2816/16.76cm/三年保固, $29300 ◆ ★ ↓任搭1000↓"
243,｛麗臺 NVIDIA RTX 4000 SFF Ada｝20GB GDDR6 ECC/16.76cm/三年保固/小卡,55000,,"｛麗臺 NVIDIA RTX 4000 SFF Ada｝20GB GDDR6 ECC/16.76cm/三年保固/小卡, $55000 ◆ ★ ↓任搭2000↓"
244,｛麗臺 NVIDIA RTX 6000 Ada｝48GB GDDR6 ECC/26.67cm/三年保固,289900,,"｛麗臺 NVIDIA RTX 6000 Ada｝48GB GDDR6 ECC/26.67cm/三年保固, $289900 ◆ ★ ↓任搭2000↓"
245,｛麗臺 NVIDIA RTX PRO 2000 Blackwell 16GB GDDR7｝工作站繪圖卡,66300,,"｛麗臺 NVIDIA RTX PRO 2000 Blackwell 16GB GDDR7｝工作站繪圖卡, $66300 ◆ ★ ↓任搭2300↓"
246,｛麗臺 NVIDIA RTX PRO 4000 Blackwell SFF 24GB GDDR7｝工作站繪圖卡,124000,,"｛麗臺 NVIDIA RTX PRO 4000 Blackwell SFF 24GB GDDR7｝工作站繪圖卡, $124000 ◆ ★ ↓任搭4000↓"
247,｛麗臺 NVIDIA RTX PRO 4000 Blackwell 24GB GDDR7｝工作站繪圖卡,124000,,"｛麗臺 NVIDIA RTX PRO 4000 Blackwell 24GB GDDR7｝工作站繪圖卡, $124000 ◆ ★ ↓任搭4000↓"
248,｛麗臺 NVIDIA RTX PRO 4500 Blackwell 32GB GDDR7｝工作站繪圖卡,189000,,"｛麗臺 NVIDIA RTX PRO 4500 Blackwell 32GB GDDR7｝工作站繪圖卡, $189000 ◆ ★ ↓任搭4000↓"
249,｛麗臺 NVIDIA RTX PRO 5000 Blackwell 48GB GDDR7｝工作站繪圖卡,325000,,"｛麗臺 NVIDIA RTX PRO 5000 Blackwell 48GB GDDR7｝工作站繪圖卡, $325000 ◆ ★ ↓任搭5000↓"
250,｛麗臺 NVIDIA RTX PRO 5000 Blackwell 72GB GDDR7｝工作站繪圖卡,455000,,"｛麗臺 NVIDIA RTX PRO 5000 Blackwell 72GB GDDR7｝工作站繪圖卡, $455000 ◆ ★ ↓任搭5000↓"
251,｛麗臺 NVIDIA RTX PRO 6000 Blackwell Max-Q 96GB GDDR7｝工作站級,575000,,"｛麗臺 NVIDIA RTX PRO 6000 Blackwell Max-Q 96GB GDDR7｝工作站級, $575000 ◆ ★ ↓任搭5000↓"
252,｛麗臺 NVIDIA RTX PRO 6000 Blackwell 96GB GDDR7｝工作站繪圖卡,585000,,"｛麗臺 NVIDIA RTX PRO 6000 Blackwell 96GB GDDR7｝工作站繪圖卡, $585000 ◆ ★ ↓任搭5000↓"
255,｛藍寶石 白金版 PULSE RX7650GRE GAMING 8GB｝2695MHz/24cm/雙風/註五年/金屬背板,9590,,"｛藍寶石 白金版 PULSE RX7650GRE GAMING 8GB｝2695MHz/24cm/雙風/註五年/金屬背板, $9590 ◆ ★ ↓任搭200↓"
256,｛藍寶石 極地 PURE RX7650GRE GAMING 8GB｝2695MHz/24cm/雙風/註五年/白/金屬背板,9690,,"｛藍寶石 極地 PURE RX7650GRE GAMING 8GB｝2695MHz/24cm/雙風/註五年/白/金屬背板, $9690 ◆ ★ ↓任搭200↓"
257,｛撼訊 RX7650GRE 8G-L/OC Hellhound 暗黑犬｝2755MHz/24cm/雙風扇/註四年,8490,,"｛撼訊 RX7650GRE 8G-L/OC Hellhound 暗黑犬｝2755MHz/24cm/雙風扇/註四年, $8490 ◆ ★"
260,｛技嘉 RX9060XT GAMING OC 8G｝3320MHz/28cm/三風扇/註冊五年保,11490,,"｛技嘉 RX9060XT GAMING OC 8G｝3320MHz/28cm/三風扇/註冊五年保, $11490 ◆ ★ ↓任搭190↓"
261,｛華擎 RX9060XT Challenger 8GB OC｝3290MHz/25cm/雙風扇/註冊四年保,11990,,"｛華擎 RX9060XT Challenger 8GB OC｝3290MHz/25cm/雙風扇/註冊四年保, $11990 ◆ ★ ↓任搭190↓"
262,｛藍寶石 脈動 PULSE RX9060XT GAMING OC 8GB｝3290MHz/25cm/雙風/註五年/金屬背板,10990,,"｛藍寶石 脈動 PULSE RX9060XT GAMING OC 8GB｝3290MHz/25cm/雙風/註五年/金屬背板, $10990 ◆ ★ ↓任搭190↓"
263,｛撼訊 RX9060XT 8G-L/OC Hellhound 暗黑犬｝3310MHz/33cm/三風/註四年/MIT台灣製,11490,,"｛撼訊 RX9060XT 8G-L/OC Hellhound 暗黑犬｝3310MHz/33cm/三風/註四年/MIT台灣製, $11490 ◆ ★ ↓任搭290↓"
265,｛華碩 DUAL-RX9060XT-16G-WHITE｝3250MHz/21cm/雙風扇/註冊四年保/白,16990,,"｛華碩 DUAL-RX9060XT-16G-WHITE｝3250MHz/21cm/雙風扇/註冊四年保/白, $16990 ◆ ★ ↓任搭190↓"
266,｛華碩 PRIME-RX9060XT-O16G｝3330MHz/31cm/三風扇/註冊五年保,16990,是,"｛華碩 PRIME-RX9060XT-O16G｝3330MHz/31cm/三風扇/註冊五年保, $16990 ◆ ★ 熱賣 ↓任搭190↓"
268,｛技嘉 RX9060XT GAMING OC 16G｝3300MHz/28cm/三風扇/註冊五年保,16890,,"｛技嘉 RX9060XT GAMING OC 16G｝3300MHz/28cm/三風扇/註冊五年保, $16890 ◆ ★ ↓任搭190↓"
269,｛技嘉 RX9060XT GAMING OC ICE 16G｝3320MHz/28cm/三風扇/註冊五年保/白,17390,,"｛技嘉 RX9060XT GAMING OC ICE 16G｝3320MHz/28cm/三風扇/註冊五年保/白, $17390 ◆ ★ ↓任搭190↓"
270,｛華擎 RX9060XT Challenger 16GB OC｝3290MHz/25cm/雙風扇/註冊四年保,16790,,"｛華擎 RX9060XT Challenger 16GB OC｝3290MHz/25cm/雙風扇/註冊四年保, $16790 ◆ ★ ↓任搭190↓"
271,｛藍寶石 脈動 PULSE RX9060XT GAMING OC 16GB｝3290MHz/25cm/雙風/註五年/金屬背板,15800,是,"｛藍寶石 脈動 PULSE RX9060XT GAMING OC 16GB｝3290MHz/25cm/雙風/註五年/金屬背板, $15800 ◆ ★ 熱賣"
272,｛藍寶石 極地 PURE RX9060XT GAMING OC 16GB｝3290MHz/24cm/雙風/註五年/白/金屬背板,16490,,"｛藍寶石 極地 PURE RX9060XT GAMING OC 16GB｝3290MHz/24cm/雙風/註五年/白/金屬背板, $16490 ◆ ★ ↓任搭190↓"
273,｛藍寶石 氮動 NITRO+ RX9060XT GAMING OC 16GB｝3320MHz/30cm/三風/註五年/金屬背板,16990,,"｛藍寶石 氮動 NITRO+ RX9060XT GAMING OC 16GB｝3320MHz/30cm/三風/註五年/金屬背板, $16990 ◆ ★ ↓任搭190↓"
274,｛撼訊 RX9060XT 16G-A Reaper 遊蕩者｝3230MHz/22cm/雙風扇/三年保固/MIT台灣製,14590,是,"｛撼訊 RX9060XT 16G-A Reaper 遊蕩者｝3230MHz/22cm/雙風扇/三年保固/MIT台灣製, $14590 ◆ ★ 熱賣 ↓任搭190↓"
275,｛撼訊 RX9060XT 16G-L/OC Hellhound 暗黑犬｝3310MHz/33cm/三風扇/四年固/MIT台灣製,15990,,"｛撼訊 RX9060XT 16G-L/OC Hellhound 暗黑犬｝3310MHz/33cm/三風扇/四年固/MIT台灣製, $15990 ◆ ★ ↓任搭190↓"
278,｛華碩 ATS-RX9070GRE-O12G ｝2880MHz/31cm/三風扇/免註冊五年保 [獨家-巨齒鯊],18990,,"｛華碩 ATS-RX9070GRE-O12G ｝2880MHz/31cm/三風扇/免註冊五年保 [獨家-巨齒鯊], $18990 ◆ ★ ↓任搭190↓"
279,｛華碩 PRIME-RX9070GRE-O12G-EVO｝2880MHz/31cm/三風扇/註冊五年保,18990,,"｛華碩 PRIME-RX9070GRE-O12G-EVO｝2880MHz/31cm/三風扇/註冊五年保, $18990 ◆ ★ ↓任搭190↓"
280,｛華擎 RX9070GRE Steel Legend Dark 12GB OC｝2920MHz/30cm/三風扇/註五保,20690,,"｛華擎 RX9070GRE Steel Legend Dark 12GB OC｝2920MHz/30cm/三風扇/註五保, $20690 ◆ ★ ↓任搭190↓"
281,｛藍寶石 脈動 PULSE RX9070GRE GAMING 12GB｝2790MHz/28cm/雙風/註五年/金屬背板,19990,是,"｛藍寶石 脈動 PULSE RX9070GRE GAMING 12GB｝2790MHz/28cm/雙風/註五年/金屬背板, $19990 ◆ ★ 熱賣 ↓任搭190↓"
282,｛藍寶石 極地 PURE RX9070GRE GAMING OC 12GB｝2920MHz/32cm/三風/註五年/白/金屬背板,20590,,"｛藍寶石 極地 PURE RX9070GRE GAMING OC 12GB｝2920MHz/32cm/三風/註五年/白/金屬背板, $20590 ◆ ★ ↓任搭290↓"
283,｛撼訊 RX9070GRE 12G-A Reaper 遊蕩者｝2790MHz/31cm/三風扇/三年保固,17990,,"｛撼訊 RX9070GRE 12G-A Reaper 遊蕩者｝2790MHz/31cm/三風扇/三年保固, $17990 ★ ↓任搭190↓"
284,｛撼訊 RX9070GRE 12G-L/OC Hellhound 暗黑犬｝2860MHz/33cm/三風扇/註四年,18990,,"｛撼訊 RX9070GRE 12G-L/OC Hellhound 暗黑犬｝2860MHz/33cm/三風扇/註四年, $18990 ◆ ★ ↓任搭190↓"
287,｛華碩 PRIME-RX9070-O16G-EVO｝2610MHz/32cm/三風扇/五年保,24990,,"｛華碩 PRIME-RX9070-O16G-EVO｝2610MHz/32cm/三風扇/五年保, $24990 ◆ ★ ↓任搭190↓"
288,｛技嘉 RX9070 GAMING OC 16G｝2700MHz/29cm/三風扇/五年保,24890,,"｛技嘉 RX9070 GAMING OC 16G｝2700MHz/29cm/三風扇/五年保, $24890 ◆ ★ ↓任搭190↓"
